Year,School,Conference,Sport,State,GSR,FGR
2008,Georgia Institute of Technology,Atlantic Coast Conference,Football,GA,72,66
2008,University of Georgia,Southeastern Conference,Football,GA,73,61
2008,Grambling State University,Southwestern Athletic Conf.,Football,LA,43,42
2008,Hampton University,Mid-Eastern Athletic Conf.,Football,VA,55,64
2008,Harvard University,The Ivy League,Football,MA,96,
2008,"University of Hawaii, Manoa",Mountain West Conference,Football,HI,70,59
2008,College of the Holy Cross,Patriot League,Football,MA,94,78
2008,University of Houston,American Athletic Conference,Football,TX,56,45
2008,Howard University,Mid-Eastern Athletic Conf.,Football,DC,62,61
2008,Idaho State University,Big Sky Conference,Football,ID,52,26
2008,University of Idaho,Sun Belt Conference,Football,ID,51,39
2008,Illinois State University,Missouri Valley Football Conference,Football,IL,78,60
2008,University of Illinois Urbana-Champaign,Big Ten Conference,Football,IL,70,53
2008,Indiana State University,Missouri Valley Football Conference,Football,IN,64,52
2008,"Indiana University, Bloomington",Big Ten Conference,Football,IN,76,65
2008,Iowa State University,Big 12 Conference,Football,IA,65,45
2008,University of Iowa,Big Ten Conference,Football,IA,71,56
2008,Jackson State University,Southwestern Athletic Conf.,Football,MS,47,40
2008,Jacksonville State University,Ohio Valley Conference,Football,AL,60,51
2008,Jacksonville University,Pioneer Football League,Football,FL,59,
2008,James Madison University,Colonial Athletic Association,Football,VA,70,67
2008,Kansas State University,Big 12 Conference,Football,KS,74,60
2008,University of Kansas,Big 12 Conference,Football,KS,79,70
2008,Kent State University,Mid-American Conference,Football,OH,66,64
2008,University of Kentucky,Southeastern Conference,Football,KY,68,58
2008,Lafayette College,Patriot League,Football,PA,95,81
2008,Lamar University,Southland Conference,Football,TX,90,
2008,Lehigh University,Patriot League,Football,PA,88,83
2008,Liberty University,Big South Conference,Football,VA,77,63
2008,Louisiana State University,Southeastern Conference,Football,LA,70,47
2008,Louisiana Tech University,Conference USA,Football,LA,73,59
2008,University of Louisville,Atlantic Coast Conference,Football,KY,63,49
2008,"University of Maine, Orono",Colonial Athletic Association,Football,ME,87,70
2008,Marist College,Pioneer Football League,Football,NY,75,100
2008,Marshall University,Conference USA,Football,WV,62,46
2008,"University of Maryland, College Park",Big Ten Conference,Football,MD,75,63
2008,"University of Massachusetts, Amherst",Mid-American Conference,Football,MA,61,55
2008,McNeese State University,Southland Conference,Football,LA,70,68
2008,University of Memphis,American Athletic Conference,Football,TN,72,61
2008,Miami University (Ohio),Mid-American Conference,Football,OH,71,68
2008,University of Miami (Florida),Atlantic Coast Conference,Football,FL,83,63
2008,Michigan State University,Big Ten Conference,Football,MI,66,47
2008,University of Michigan,Big Ten Conference,Football,MI,72,63
2008,Middle Tennessee State University,Conference USA,Football,TN,78,64
2008,"University of Minnesota, Twin Cities",Big Ten Conference,Football,MN,69,53
2008,Mississippi State University,Southeastern Conference,Football,MS,72,58
2008,Mississippi Valley State University,Southwestern Athletic Conf.,Football,MS,41,36
2008,University of Mississippi,Southeastern Conference,Football,MS,60,38
2008,"University of Missouri, Columbia",Southeastern Conference,Football,MO,83,63
2008,Monmouth University,Big South Conference,Football,NJ,83,66
2008,Montana State University-Bozeman,Big Sky Conference,Football,MT,72,58
2008,University of Montana,Big Sky Conference,Football,MT,68,67
2008,Morehead State University,Pioneer Football League,Football,KY,51,
2008,Morgan State University,Mid-Eastern Athletic Conf.,Football,MD,52,40
2008,Murray State University,Ohio Valley Conference,Football,KY,69,51
2008,"University of North Carolina, Chapel Hill",Atlantic Coast Conference,Football,NC,62,50
2008,"University of Nebraska, Lincoln",Big Ten Conference,Football,NE,85,70
2008,"University of Nevada, Las Vegas",Mountain West Conference,Football,NV,58,51
2008,"University of Nevada, Reno",Mountain West Conference,Football,NV,73,66
2008,University of New Hampshire,Colonial Athletic Association,Football,NH,77,66
2008,New Mexico State University,Sun Belt Conference,Football,NM,64,55
2008,University of New Mexico,Mountain West Conference,Football,NM,66,56
2008,Nicholls State University,Southland Conference,Football,LA,71,41
2008,Norfolk State University,Mid-Eastern Athletic Conf.,Football,VA,57,55
2008,North Carolina A&T State University,Mid-Eastern Athletic Conf.,Football,NC,45,42
2008,North Carolina Central University,Mid-Eastern Athletic Conf.,Football,NC,64,51
2008,North Carolina State University,Atlantic Coast Conference,Football,NC,70,63
2008,North Dakota State University,Missouri Valley Football Conference,Football,ND,62,56
2008,University of North Dakota,Big Sky Conference,Football,ND,73,60
2008,University of North Texas,Conference USA,Football,TX,69,53
2008,University of Louisiana Monroe,Sun Belt Conference,Football,LA,58,51
2008,Northern Arizona University,Big Sky Conference,Football,AZ,72,42
2008,University of Northern Colorado,Big Sky Conference,Football,CO,65,48
2008,Northern Illinois University,Mid-American Conference,Football,IL,86,76
2008,University of Northern Iowa,Missouri Valley Football Conference,Football,IA,69,64
2008,Northwestern State University,Southland Conference,Football,LA,53,41
2008,Northwestern University,Big Ten Conference,Football,IL,97,93
2008,University of Notre Dame,Independent,Football,IN,93,82
2008,The Ohio State University,Big Ten Conference,Football,OH,81,64
2008,Ohio University,Mid-American Conference,Football,OH,74,74
2008,Oklahoma State University,Big 12 Conference,Football,OK,54,44
2008,University of Oklahoma,Big 12 Conference,Football,OK,65,57
2008,Old Dominion University,Conference USA,Football,VA,71,
2008,Oregon State University,Pac-12 Conference,Football,OR,72,55
2008,University of Oregon,Pac-12 Conference,Football,OR,63,52
2008,Pennsylvania State University,Big Ten Conference,Football,PA,81,69
2008,University of Pennsylvania,The Ivy League,Football,PA,94,
2008,University of Pittsburgh,Atlantic Coast Conference,Football,PA,75,62
2008,Portland State University,Big Sky Conference,Football,OR,54,43
2008,Prairie View A&M University,Southwestern Athletic Conf.,Football,TX,57,47
2008,Princeton University,The Ivy League,Football,NJ,98,
2008,Purdue University,Big Ten Conference,Football,IN,76,65
2008,University of Rhode Island,Colonial Athletic Association,Football,RI,68,56
2008,Rice University,Conference USA,Football,TX,95,88
2008,University of Richmond,Colonial Athletic Association,Football,VA,84,74
2008,Robert Morris University,Northeast Conference,Football,PA,69,53
2008,"Rutgers, The State University of New Jersey, New Brunswick",Big Ten Conference,Football,NJ,83,60
2008,Sacred Heart University,Northeast Conference,Football,CT,69,48
2008,Saint Francis University (Pennsylvania),Northeast Conference,Football,PA,72,69
2008,Sam Houston State University,Southland Conference,Football,TX,56,54
2008,Samford University,Southern Conference,Football,AL,98,64
2008,San Diego State University,Mountain West Conference,Football,CA,74,71
2008,University of San Diego,Pioneer Football League,Football,CA,90,
2008,San Jose State University,Mountain West Conference,Football,CA,61,58
2008,Savannah State University,Mid-Eastern Athletic Conf.,Football,GA,39,29
2008,University of South Alabama,Sun Belt Conference,Football,AL,64,44
2008,South Carolina State University,Mid-Eastern Athletic Conf.,Football,SC,55,48
2008,"University of South Carolina, Columbia",Southeastern Conference,Football,SC,84,54
2008,South Dakota State University,Missouri Valley Football Conference,Football,SD,76,71
2008,University of South Dakota,Missouri Valley Football Conference,Football,SD,66,59
2008,University of South Florida,American Athletic Conference,Football,FL,74,59
2008,Southeast Missouri State University,Ohio Valley Conference,Football,MO,61,43
2008,Southeastern Louisiana University,Southland Conference,Football,LA,58,41
2008,University of Southern California,Pac-12 Conference,Football,CA,58,46
2008,Southern Illinois University at Carbondale,Missouri Valley Football Conference,Football,IL,68,64
2008,Southern Methodist University,American Athletic Conference,Football,TX,73,62
2008,The University of Southern Mississippi,Conference USA,Football,MS,68,58
2008,"Southern University, Baton Rouge",Southwestern Athletic Conf.,Football,LA,56,48
2008,Southern Utah University,Big Sky Conference,Football,UT,52,49
2008,Missouri State University,Missouri Valley Football Conference,Football,MO,62,55
2008,Texas State University,Sun Belt Conference,Football,TX,63,45
2008,University of Louisiana at Lafayette,Sun Belt Conference,Football,LA,78,66
2008,Stanford University,Pac-12 Conference,Football,CA,99,92
2008,Stephen F. Austin State University,Southland Conference,Football,TX,35,35
2008,Stony Brook University,Colonial Athletic Association,Football,NY,74,59
2008,Syracuse University,Atlantic Coast Conference,Football,NY,80,58
2008,Temple University,American Athletic Conference,Football,PA,82,65
2008,Tennessee State University,Ohio Valley Conference,Football,TN,42,37
2008,Tennessee Technological University,Ohio Valley Conference,Football,TN,71,64
2008,University of Tennessee at Chattanooga,Southern Conference,Football,TN,65,50
2008,"University of Tennessee, Knoxville",Southeastern Conference,Football,TN,60,52
2008,University of Tennessee at Martin,Ohio Valley Conference,Football,TN,71,46
2008,"Texas A&M University, College Station",Southeastern Conference,Football,TX,74,63
2008,Texas Christian University,Big 12 Conference,Football,TX,84,75
2008,Texas Southern University,Southwestern Athletic Conf.,Football,TX,40,37
2008,Texas Tech University,Big 12 Conference,Football,TX,69,55
2008,University of Texas at Austin,Big 12 Conference,Football,TX,62,55
2008,University of Texas at El Paso,Conference USA,Football,TX,63,56
2008,University of Texas at San Antonio,Conference USA,Football,TX,86,
2008,University of Toledo,Mid-American Conference,Football,OH,73,61
2008,Towson University,Colonial Athletic Association,Football,MD,69,64
2008,Troy University,Sun Belt Conference,Football,AL,61,51
2008,Tulane University,American Athletic Conference,Football,LA,84,69
2008,The University of Tulsa,American Athletic Conference,Football,OK,78,65
2008,U.S. Air Force Academy,Mountain West Conference,Football,CO,87,
2008,U.S. Military Academy,Independent,Football,NY,85,
2008,U.S. Naval Academy,Independent,Football,MD,79,
2008,Utah State University,Mountain West Conference,Football,UT,86,61
2008,University of Utah,Pac-12 Conference,Football,UT,69,57
2008,Valparaiso University,Pioneer Football League,Football,IN,83,
2008,Vanderbilt University,Southeastern Conference,Football,TN,85,76
2008,Villanova University,Colonial Athletic Association,Football,PA,82,77
2008,Virginia Military Institute,Southern Conference,Football,VA,73,61
2008,Virginia Polytechnic Institute and State University,Atlantic Coast Conference,Football,VA,80,67
2008,University of Virginia,Atlantic Coast Conference,Football,VA,75,70
2008,Wagner College,Northeast Conference,Football,NY,93,76
2008,Wake Forest University,Atlantic Coast Conference,Football,NC,90,83
2008,Washington State University,Pac-12 Conference,Football,WA,64,58
2008,University of Washington,Pac-12 Conference,Football,WA,77,61
2008,Weber State University,Big Sky Conference,Football,UT,48,38
2008,West Virginia University,Big 12 Conference,Football,WV,71,59
2008,Western Carolina University,Southern Conference,Football,NC,67,45
2008,Western Illinois University,Missouri Valley Football Conference,Football,IL,65,59
2008,Western Kentucky University,Conference USA,Football,KY,75,66
2008,Western Michigan University,Mid-American Conference,Football,MI,68,55
2008,William & Mary,Colonial Athletic Association,Football,VA,82,80
